n,actual_count,expected_count,error
620002,45133,41892.6855559138,3240.3144440862015
621002,45198,41955.71293588304,3242.2870641169575
622002,45266,42018.73398404884,3247.266015951158
623002,45331,42081.74871184546,3249.251288154541
624002,45409,42144.7571306681,3264.2428693319016
625002,45484,42207.75925187308,3276.2407481269183
626002,45548,42270.755086778,3277.244913221999
627002,45609,42333.744646661966,3275.255353338034
628002,45696,42396.72794276577,3299.2720572342296
629002,45765,42459.70498629211,3305.295013707888
630002,45841,42522.67578840573,3318.3242115942703
631002,45913,42585.64036023364,3327.359639766357
632002,45979,42648.59871286532,3330.4012871346786
633002,46047,42711.55085735285,3335.4491426471504
634002,46125,42774.49680471115,3350.503195288853
635002,46183,42837.43656591813,3345.5634340818724
636002,46257,42900.3701519149,3356.6298480850965
637002,46327,42963.29757360594,3363.702426394062
638002,46382,43026.218841859256,3355.781158140744
639002,46461,43089.13396750659,3371.86603249341
640002,46536,43152.04296134359,3383.9570386564083
641002,46596,43214.945834130005,3381.054165869995
642002,46670,43277.84259658978,3392.157403410223
643002,46746,43340.73325941135,3405.266740588653
644002,46827,43403.61783324773,3423.3821667522716
645002,46886,43466.49632871672,3419.5036712832807
646002,46941,43529.368756401054,3411.6312435989457
647002,47009,43592.235126848595,3416.7648731514055
648002,47066,43655.09545057246,3410.9045494275415
649002,47140,43717.94973805129,3422.050261948709
650002,47190,43780.797999729286,3409.202000270714
651002,47274,43843.64024601645,3430.3597539835464
652002,47349,43906.47648728874,3442.523512711261
653002,47394,43969.30673388823,3424.693266111768
654002,47465,44032.13099612325,3432.8690038767527
655002,47531,44094.9492842686,3436.0507157313987
656002,47608,44157.76160856568,3450.2383914343227
657002,47671,44220.5679792226,3450.4320207774
658002,47739,44283.368406414455,3455.6315935855455
659002,47805,44346.16290028336,3458.837099716642
660002,47868,44408.9514709387,3459.0485290612996
661002,47932,44471.73412845721,3460.2658715427897
662002,48016,44534.5108828832,3481.4891171167983
663002,48076,44597.281744228654,3478.718255771346
664002,48138,44660.0467224734,3477.953277526598
665002,48203,44722.80582756531,3480.1941724346907
666002,48265,44785.55906942034,3479.440930579658
667002,48336,44848.30645792279,3487.6935420772134
668002,48391,44911.0480029254,3479.951997074597
669002,48474,44973.7837142495,3500.2162857505027
670002,48542,45036.513601685154,3505.486398314846
671002,48613,45099.23767499135,3513.762325008647
672002,48687,45161.95594389608,3525.0440561039213
673002,48747,45224.668418096524,3522.331581903476
674002,48804,45287.3751072592,3516.6248927408014
675002,48859,45350.07602102007,3508.923978979932
676002,48935,45412.7711689847,3522.2288310153017
677002,48996,45475.46056072844,3520.5394392715607
678002,49083,45538.14420579649,3544.8557942035113
679002,49132,45600.82211370409,3531.177886295911
680002,49195,45663.49429393665,3531.505706063348
681002,49263,45726.16075594989,3536.839244050112
682002,49328,45788.82150916993,3539.1784908300688
683002,49399,45851.47656299353,3547.523437006472
684002,49464,45914.12592678811,3549.8740732118895
685002,49534,45976.76960989196,3557.2303901080377
686002,49602,46039.407621614315,3562.592378385685
687002,49662,46102.03997123554,3559.960028764457
688002,49727,46164.66666800728,3562.3333319927187
689002,49800,46227.2877211525,3572.7122788475026
690002,49875,46289.90313986569,3585.096860134312
691002,49961,46352.512933312944,3608.4870666870556
692002,50006,46415.11711063217,3590.882889367829
693002,50078,46477.71568093313,3600.284319066872
694002,50142,46540.308653297594,3601.691346702406
695002,50206,46602.896036779515,3603.1039632204847
696002,50270,46665.47784040506,3604.5221595949406
697002,50339,46728.05407317283,3610.9459268271676
698002,50401,46790.62474405394,3610.3752559460627
699002,50492,46853.18986199211,3638.810138007888
700002,50582,46915.74943590386,3666.250564096139
701002,50640,46978.30347467858,3661.696525321422
702002,50708,47040.851987178656,3667.1480128213443
703002,50756,47103.39498223964,3652.605017760361
704002,50826,47165.93246867027,3660.0675313297324
705002,50877,47228.46445525269,3648.535544747312
706002,50951,47290.990950742525,3660.0090492574745
707002,51019,47353.51196386899,3665.4880361310134
708002,51063,47416.027503335004,3646.9724966649956
709002,51124,47478.537577817355,3645.4624221826452
710002,51181,47541.04219596676,3639.9578040332417
711002,51242,47603.541366408,3638.458633592003
712002,51312,47666.03509774005,3645.964902259948
713002,51381,47728.52339853616,3652.476601463837
714002,51460,47791.006277343964,3668.993722656036
715002,51534,47853.483742685676,3680.5162573143243
716002,51596,47915.955803058096,3680.0441969419044
717002,51669,47978.42246693278,3690.5775330672186
718002,51755,48040.8837427561,3714.116257243899
719002,51832,48103.33963894943,3728.66036105057
720002,51899,48165.79016390921,3733.209836090791
721002,51962,48228.235326007045,3733.764673992955
722002,52020,48290.675133589815,3729.3248664101848
723002,52089,48353.10959497981,3735.890405020189
724002,52153,48415.538718474825,3737.461281525175
725002,52212,48477.96251234824,3734.03748765176
726002,52282,48540.380984849166,3741.6190151508345
727002,52349,48602.794144202504,3746.205855797496
728002,52433,48665.20199860911,3767.798001390889
729002,52486,48727.60455624584,3758.3954437541615
730002,52543,48790.00182526568,3752.998174734319
731002,52626,48852.39381379784,3773.6061862021597
732002,52693,48914.78052994788,3778.2194700521213
733002,52769,48977.16198179776,3791.8380182022374
734002,52833,49039.53817740603,3793.4618225939703
735002,52892,49101.9091248078,3790.0908751922034
736002,52946,49164.27483201494,3781.7251679850597
737002,53021,49226.635307016186,3794.364692983814
738002,53069,49288.99055777717,3780.0094422228285
739002,53151,49351.34059224057,3799.6594077594273
740002,53222,49413.68541832615,3808.314581673847
741002,53292,49476.02504393093,3815.974956069069
742002,53364,49538.35947692927,3825.6405230707314
743002,53422,49600.688725172884,3821.311274827116
744002,53498,49663.01279649104,3834.9872035089575
745002,53581,49725.3316986906,3855.6683013094007
746002,53661,49787.64543955613,3873.3545604438696
747002,53731,49849.95402684996,3881.0459731500378
748002,53802,49912.257468312324,3889.742531687676
749002,53865,49974.55577166145,3890.4442283385506
750002,53917,50036.84894459362,3880.151055406379
751002,54000,50099.13699478325,3900.86300521675
752002,54059,50161.419929883064,3897.5800701169355
753002,54139,50223.69775752408,3915.3022424759183
754002,54206,50285.97048531578,3920.029514684218
755002,54268,50348.238120846145,3919.7618791538553
756002,54346,50410.50067168177,3935.4993283182266
757002,54424,50472.75814536799,3951.2418546320114
758002,54486,50535.01054942886,3950.989450571142
759002,54552,50597.257891367364,3954.742108632636
760002,54611,50659.50017866544,3951.4998213345607
761002,54667,50721.737418784054,3945.262581215946
762002,54724,50783.969619163334,3940.030380836666
763002,54804,50846.19678722261,3957.8032127773913
764002,54859,50908.41893036051,3950.581069639491
765002,54925,50970.6360559551,3954.363944044897
766002,54968,51032.84817136388,3935.151828636117
767002,55026,51095.05528392391,3930.94471607609
768002,55102,51157.25740095192,3944.742599048077
769002,55166,51219.454529744355,3946.5454702556453
770002,55233,51281.64667757744,3951.353322422561
771002,55298,51343.83385170736,3954.166148292643
772002,55349,51406.01605937018,3942.9839406298197
773002,55421,51468.1933077821,3952.8066922178987
774002,55491,51530.36560413942,3960.6343958605794
775002,55560,51592.53295561864,3967.4670443813593
776002,55632,51654.695369376605,3977.3046306233955
777002,55702,51716.85285255047,3985.1471474495265
778002,55773,51779.00541225791,3993.9945877420905
779002,55830,51841.15305559708,3988.846944402918
780002,55908,51903.29578964676,4004.7042103532367
781002,55967,51965.43362146643,4001.566378533571
782002,56022,52027.56655809634,3994.4334419036604
783002,56101,52089.69460655756,4011.305393442439
784002,56162,52151.817773852104,4010.1822261478956
785002,56219,52213.93606696295,4005.063933037047
786002,56287,52276.049492854196,4010.9505071458043
787002,56363,52338.15805847105,4024.8419415289536
788002,56425,52400.26177073991,4024.7382292600887
789002,56487,52462.36063656857,4024.63936343143
790002,56553,52524.454662846125,4028.545337153875
791002,56612,52586.54385644309,4025.456143556912
792002,56678,52648.62822421157,4029.3717757884297
793002,56734,52710.70777298521,4023.29222701479
794002,56793,52772.78250957934,4020.217490420662
795002,56869,52834.85244079101,4034.147559208992
796002,56916,52896.91757339911,4019.082426600893
797002,56972,52958.97791416437,4013.0220858356333
798002,57052,53021.033469829505,4030.9665301704954
799002,57119,53083.08424711922,4035.9157528807773
800002,57176,53145.13025274033,4030.8697472596687
801002,57239,53207.17149338184,4031.8285066181634
802002,57331,53269.20797571492,4061.7920242850814
803002,57402,53331.2397063931,4070.7602936069015
804002,57474,53393.266692052246,4080.733307947754
805002,57527,53455.288939310696,4071.711060689304
806002,57593,53517.30645476928,4075.6935452307225
807002,57650,53579.319245011364,4070.680754988636
808002,57723,53641.327316603034,4081.672683396966
809002,57790,53703.33067609303,4086.669323906972
810002,57858,53765.32933001287,4092.6706699871283
811002,57920,53827.323284876955,4092.676715123045
812002,57985,53889.31254718255,4095.687452817452
813002,58057,53951.29712340992,4105.702876590083
814002,58138,54013.277020022375,4124.722979977625
815002,58198,54075.25224346633,4122.747756533667
816002,58267,54137.22280017137,4129.7771998286335
817002,58341,54199.188696550285,4141.811303449715
818002,58413,54261.14993899922,4151.850061000783
819002,58481,54323.106533897655,4157.893466102345
820002,58526,54385.058487608476,4140.941512391524
821002,58581,54447.00580647812,4133.994193521881
822002,58658,54508.94849683652,4149.051503163479
823002,58713,54570.88656499724,4142.113435002757
824002,58776,54632.820017257574,4143.179982742426
825002,58838,54694.74885989848,4143.251140101522
826002,58895,54756.67309918474,4138.3269008152565
827002,58962,54818.59274136506,4143.407258634943
828002,59041,54880.50779267198,4160.492207328018
829002,59111,54942.418259322105,4168.581740677895
830002,59174,55004.32414751605,4169.675852483953
831002,59232,55066.2254634385,4165.774536561497
832002,59298,55128.12221325841,4169.877786741592
833002,59347,55190.014403128844,4156.985596871156
834002,59438,55251.90203918723,4186.097960812767
835002,59518,55313.78512755531,4204.214872444689
836002,59574,55375.66367433923,4198.33632566077
837002,59643,55437.53768562963,4205.462314370372
838002,59727,55499.407167501595,4227.592832498405
839002,59779,55561.272126014876,4217.7278739851245
840002,59863,55623.132567213805,4239.867432786195
841002,59933,55684.98849712741,4248.011502872592
842002,59985,55746.839921769504,4238.160078230496
843002,60050,55808.686847138655,4241.313152861345
844002,60119,55870.52927921831,4248.47072078169
845002,60170,55932.367223976886,4237.632776023114
846002,60242,55994.20068736769,4247.799312632313
847002,60311,56056.02967532913,4254.970324670867
848002,60375,56117.85419378465,4257.145806215347
849002,60443,56179.67424864288,4263.3257513571225
850002,60524,56241.48984579759,4282.510154202413
851002,60603,56303.30099112786,4299.699008872143
852002,60654,56365.107690498015,4288.892309501985
853002,60717,56426.909949757784,4290.0900502422155
854002,60792,56488.70777474231,4303.29222525769
855002,60862,56550.50117127215,4311.498828727847
856002,60929,56612.290145153434,4316.709854846566
857002,60980,56674.074702177844,4305.925297822156
858002,61043,56735.85484812267,4307.145151877332
859002,61108,56797.630588750886,4310.369411249114
860002,61181,56859.40192981124,4321.59807018876
861002,61243,56921.16887703821,4321.83112296179
862002,61294,56982.931436152096,4311.068563847904
863002,61351,57044.68961285912,4306.310387140882
864002,61443,57106.44341285144,4336.55658714856
865002,61496,57168.19284180717,4327.807158192831
866002,61547,57229.93790539047,4317.06209460953
867002,61618,57291.67860925161,4326.321390748388
868002,61676,57353.414959026995,4322.585040973005
869002,61728,57415.14696033916,4312.85303966084
870002,61807,57476.87461879695,4330.125381203048
871002,61862,57538.597939995474,4323.402060004526
872002,61940,57600.316929516164,4339.683070483836
873002,62001,57662.031592926855,4338.9684070731455
874002,62080,57723.74193578178,4356.258064218222
875002,62160,57785.447963621715,4374.552036378285
876002,62222,57847.14968197391,4374.850318026089
877002,62298,57908.84709635221,4389.152903647788
878002,62362,57970.54021225711,4391.45978774289
879002,62417,58032.22903517578,4384.7709648242235
880002,62468,58093.913570582066,4374.086429417934
881002,62515,58155.59382393664,4359.406176063363
882002,62581,58217.26980068694,4363.73019931306
883002,62648,58278.941506267314,4369.058493732686
884002,62719,58340.60894609899,4378.39105390101
885002,62786,58402.272125590134,4383.727874409866
886002,62842,58463.93105013598,4378.06894986402
887002,62913,58525.585725118755,4387.414274881245
888002,62980,58587.23615590779,4392.763844092209
889002,63038,58648.88234785958,4389.1176521404195
890002,63118,58710.524306317755,4407.475693682245
891002,63193,58772.16203661323,4420.8379633867735
892002,63257,58833.79554406415,4423.204455935847
893002,63319,58895.42483397602,4423.575166023977
894002,63387,58957.04991164168,4429.950088358317
895002,63441,59018.67078234139,4422.329217658611
896002,63507,59080.28745134286,4426.7125486571385
897002,63584,59141.899923901285,4442.100076098715
898002,63657,59203.508205259415,4453.491794740585
899002,63705,59265.11230064758,4439.887699352417
900002,63797,59326.712215283726,4470.2877847162745
901002,63863,59388.30795437349,4474.692045626507
902002,63920,59449.8995231102,4470.100476889798
903002,63992,59511.486926674945,4480.513073325055
904002,64079,59573.07017023659,4505.929829763409
905002,64142,59634.649258951904,4507.350741048096
906002,64207,59696.224197965465,4510.775802034535
907002,64261,59757.79499240981,4503.205007590193
908002,64327,59819.36164740544,4507.638352594557
909002,64371,59880.92416806087,4490.075831939132
910002,64422,59942.4825594726,4479.517440527401
911002,64501,60004.036826725336,4496.963173274664
912002,64565,60065.58697489182,4499.413025108181
913002,64642,60127.133009033,4514.866990966999
914002,64731,60188.674934198,4542.325065801997
915002,64799,60250.212755424276,4548.787244575724
916002,64878,60311.746477737455,4566.253522262545
917002,64941,60373.276106151636,4567.723893848364
918002,64996,60434.801645669155,4561.198354330845
919002,65047,60496.323101280854,4550.676898719146
920002,65107,60557.840477965976,4549.159522034024
921002,65166,60619.35378069231,4546.646219307688
922002,65245,60680.8630144161,4564.1369855839
923002,65310,60742.36818408221,4567.63181591779
924002,65375,60803.86929462409,4571.130705375908
925002,65435,60865.36635096386,4569.633649036143
926002,65495,60926.859358012254,4568.140641987746
927002,65556,60988.348320668825,4567.651679331175
928002,65650,61049.83324382182,4600.16675617818
929002,65716,61111.31413234833,4604.685867651671
930002,65775,61172.79099111419,4602.209008885809
931002,65846,61234.263824974245,4611.736175025755
932002,65920,61295.73263877214,4624.2673612278595
933002,65988,61357.197437340554,4630.802562659446
934002,66065,61418.65822550106,4646.341774498942
935002,66115,61480.1150080643,4634.884991935702
936002,66190,61541.56778982999,4648.432210170009
937002,66249,61603.016575586924,4645.983424413076
938002,66318,61664.46137011303,4653.538629886971
939002,66386,61725.90217817541,4660.097821824587
940002,66453,61787.339004530324,4665.660995469676
941002,66527,61848.77185392335,4678.2281460766535
942002,66580,61910.20073108928,4669.79926891072
943002,66650,61971.625640752274,4678.374359247726
944002,66709,62033.046587625766,4675.953412374234
945002,66777,62094.46357641267,4682.536423587328
946002,66856,62155.87661180517,4700.123388194828
947002,66929,62217.285698485066,4711.714301514934
948002,66991,62278.69084112356,4712.309158876436
949002,67063,62340.09204438138,4722.907955618619
950002,67122,62401.48931290879,4720.510687091213
951002,67177,62462.88265134572,4714.117348654283
952002,67244,62524.272064321674,4719.727935678326
953002,67299,62585.6575564558,4713.342443544199
954002,67376,62647.039132356935,4728.960867643065
955002,67449,62708.416796623744,4740.583203376256
956002,67513,62769.790553844505,4743.209446155495
957002,67600,62831.160408597396,4768.839591402604
958002,67676,62892.526365450394,4783.473634549606
959002,67742,62953.888428961334,4788.111571038666
960002,67797,63015.24660367795,4781.7533963220485
961002,67872,63076.60089413784,4795.399105862161
962002,67918,63137.95130486871,4780.048695131292
963002,67982,63199.297840388084,4782.702159611916
964002,68065,63260.64050520364,4804.3594947963575
965002,68132,63321.979303813045,4810.020696186955
966002,68200,63383.314240704116,4816.685759295884
967002,68256,63444.64532035471,4811.3546796452865
968002,68326,63505.97254723293,4820.02745276707
969002,68385,63567.29592579698,4817.704074203022
970002,68460,63628.615460495304,4831.384539504696
971002,68520,63689.931155766666,4830.068844233334
972002,68585,63751.24301604001,4833.756983959989
973002,68655,63812.55104573467,4842.448954265332
974002,68734,63873.85524926022,4860.1447507397825
975002,68776,63935.155631016765,4840.844368983235
976002,68841,63996.45219539464,4844.547804605361
977002,68916,64057.744946774794,4858.255053225206
978002,69000,64119.03388952848,4880.96611047152
979002,69051,64180.31902801753,4870.680971982467
980002,69119,64241.60036659431,4877.3996334056865
981002,69198,64302.87790960171,4895.12209039829
982002,69255,64364.15166137321,4890.848338626791
983002,69320,64425.42162623293,4894.578373767072
984002,69379,64486.68780849564,4892.312191504359
985002,69440,64547.950212466734,4892.049787533266
986002,69488,64609.2088424424,4878.7911575576
987002,69556,64670.46370270946,4885.536297290542
988002,69614,64731.71479754562,4882.285202454383
989002,69686,64792.96213121925,4893.037868780753
990002,69751,64854.20570798966,4896.794292010338
991002,69825,64915.44553210691,4909.554467893089
992002,69889,64976.68160781205,4912.318392187954
993002,69957,65037.91393933694,4919.0860606630595
994002,70030,65099.14253090447,4930.857469095528
995002,70081,65160.367386728394,4920.632613271606
996002,70159,65221.58851101357,4937.411488986429
997002,70230,65282.8059079558,4947.194092044199
998002,70283,65344.01958174199,4938.980418258012
999002,70361,65405.229536550105,4955.770463449895
